,PSMx,PSMy,PSMz,ECMx,ECMy,ECMz
0,0.036202374485199994,-0.015330969718,-0.140553727695,0.000145950296839,0.000177872188337,-0.00119235383449
1,0.0372123650191,-0.013774958603199999,-0.14032961199000002,0.000148102726918,0.000182988839773,-0.0011913137025799999
2,0.037628963520199996,-0.0131961031889,-0.14031729956,0.00014954821819799998,0.00019202714378599998,-0.0011897094509400001
3,0.037575684640900005,-0.012837772896200002,-0.14053294872000002,0.00015166926796700002,0.000197542170133,-0.0011885374185699998
4,0.037667568936400005,-0.012551608511999999,-0.140628348291,0.00015359147459399996,0.00019804456735099998,-0.00119185715078
5,0.037653671370300006,-0.0125484586234,-0.140643212525,0.000161737972701,0.00020655536137999998,-0.00124779247079
6,0.037671053541800004,-0.012540147264,-0.14066262799,0.00016933707617799998,0.00021581338691299999,-0.0013036744298
7,0.037672748121300004,-0.0125078449582,-0.140741979886,0.000169328725576,0.0002158047827,-0.00130367693879
8,0.0376399915112,-0.0124338213018,-0.140824332554,0.000169055680405,0.0002158047827,-0.00130371237432
9,0.0376209681556,-0.012438379557700002,-0.140883739936,0.000168432044457,0.000215839199496,-0.00130378739395
10,0.0376127517711,-0.012451275221299999,-0.140928222232,0.00016782332159000001,0.000216381244515,-0.00130377604366
11,0.03759149983130001,-0.012421577811100001,-0.140948221958,0.000167143693981,0.00021786092585499998,-0.0013036169241
12,0.037583724078,-0.0124268502364,-0.140955270058,0.00016656008081799997,0.00021842863736000004,-0.00130359662171
13,0.037580597548099996,-0.012429299244299998,-0.140958578295,0.00016603035937600002,0.000218463042809,-0.0013036584295599998
14,0.0375759053615,-0.012423985402899998,-0.140963279541,0.000165936682812,0.00021845444146099998,-0.0013036717978699998
15,0.037560614266,-0.012354720094899999,-0.14097964090600001,0.00020907048057799998,0.000275268082661,-0.00164272162058
16,0.0375802644659,-0.011859367930999998,-0.141185510702,0.000306938416833,0.000404123763734,-0.00241169567376
17,0.0377901428874,-0.010830844049,-0.141748214561,0.000307017339225,0.000404123763734,-0.00241168562793
18,0.0383136139147,-0.009679945910959999,-0.142311189984,0.00031043993305900005,0.000407194424725,-0.00241073079779
19,0.0390607651747,-0.00837636664203,-0.142809823661,0.000317089107166,0.000413286087443,-0.00240882800112
20,0.039578968832,-0.007335748747920001,-0.142809146251,0.000325578563235,0.00042040828504700005,-0.00240646186423
